 0.19635E+00 0.65250E-02
 0.98175E-01 0.12123E-01
 0.49087E-01 0.23450E-01
 0.24544E-01 0.47090E-01
 0.12272E-01 0.93529E-01
 0.61359E-02 0.18606E+00
