 0.61359E-02     4 0.42663E+00
 0.61359E-02     8 0.21771E+00
 0.61359E-02    16 0.11494E+00
 0.61359E-02    32 0.61608E-01
 0.61359E-02    64 0.45734E-01
 0.61359E-02   128 0.23042E-01
 0.61359E-02   256 0.15781E-01
 0.61359E-02   512 0.14631E-01
