 0.30680E-02     2 0.44495E+00
 0.30680E-02     4 0.22284E+00
 0.30680E-02     8 0.11650E+00
 0.30680E-02    16 0.61915E-01
 0.30680E-02    32 0.35490E-01
 0.30680E-02    64 0.23204E-01
