0.000000000000000000e+00 4.818900000000174155e-01 4.818900000000174155e-01
1.000000000000000056e-01 4.834960062402475778e-01 4.802148112324483020e-01
2.000000000000000111e-01 4.880386021840905642e-01 4.754494508580363044e-01
3.000000000000000444e-01 4.946476193447736924e-01 4.682373603744148238e-01
4.000000000000000222e-01 5.020120093603752665e-01 4.593842839313572735e-01
5.000000000000000000e-01 5.088046645865833550e-01 4.497120062402502616e-01
6.000000000000000888e-01 5.140778533541356943e-01 4.398833759750379047e-01
7.000000000000000666e-01 5.176621404056163112e-01 4.303146645865842390e-01
8.000000000000000444e-01 5.202818595943815572e-01 4.212360218408743862e-01
9.000000000000000222e-01 5.231148486739461978e-01 4.126713042121693542e-01
1.000000000000000000e+00 5.272775475819045932e-01 4.043508954758197604e-01
1.100000000000000089e+00 5.334520530421211770e-01 3.957678627145084782e-01
1.200000000000000178e+00 5.416188174726994653e-01 3.863083088923560671e-01
1.300000000000000044e+00 5.511358720748812390e-01 3.753768174726989093e-01
1.400000000000000133e+00 5.609469828393156554e-01 3.626194726989087624e-01
1.500000000000000000e+00 5.696700093603743742e-01 3.480931887675511316e-01
1.600000000000000089e+00 5.759043525741043279e-01 3.321850951638069538e-01
1.700000000000000178e+00 5.786853385335408717e-01 3.154756879875190712e-01
1.800000000000000044e+00 5.777566396255868764e-01 2.986366645865841662e-01
1.900000000000000133e+00 5.737443556942282141e-01 2.822783307332293878e-01
2.000000000000000000e+00 5.679814602184090067e-01 2.668714882995318893e-01
2.100000000000000089e+00 5.618716255850210173e-01 2.527801216848672428e-01
2.200000000000000178e+00 5.564132262090483172e-01 2.402282246489859940e-01
2.300000000000000266e+00 5.519849017160691762e-01 2.292111856474270404e-01
2.400000000000000355e+00 5.482769079563178938e-01 2.195084368174728406e-01
2.500000000000000000e+00 5.445498720748834787e-01 2.107385678627140824e-01
2.600000000000000089e+00 5.399218783151318313e-01 2.024142277691103886e-01
2.700000000000000178e+00 5.334829921996889768e-01 1.940953260530424440e-01
2.800000000000000266e+00 5.245898377535099799e-01 1.855409297971919169e-01
2.900000000000000355e+00 5.131908486739484854e-01 1.766978127925120379e-01
3.000000000000000000e+00 4.998763338533533385e-01 1.676599594383777758e-01
3.100000000000000089e+00 4.858123556942276489e-01 1.586442496099843003e-01
3.200000000000000178e+00 4.723905585023396858e-01 1.499024586583464214e-01
3.300000000000000266e+00 4.606080842433697420e-01 1.416645678627144467e-01
3.400000000000000355e+00 4.507832199687984986e-01 1.341723525741026490e-01
3.500000000000000000e+00 4.425691388455519903e-01 1.276645366614663768e-01
3.600000000000000089e+00 4.350848081123249167e-01 1.222970639625581557e-01
3.700000000000000178e+00 4.272784368174735170e-01 1.181229235569420666e-01
3.800000000000000266e+00 4.182229765990636006e-01 1.150799469578784179e-01
3.900000000000000355e+00 4.072087051482048969e-01 1.129463338533538697e-01
4.000000000000000000e+00 3.939572137285485276e-01 1.114059095163804913e-01
4.100000000000000533e+00 3.787841591263651497e-01 1.101588549141961776e-01
4.200000000000000178e+00 3.624691918876749019e-01 1.089415226209045906e-01
4.299999999999999822e+00 3.460644492979722542e-01 1.075545397815910464e-01
4.400000000000000355e+00 3.305419594383771642e-01 1.059024773790949864e-01
4.500000000000000000e+00 3.163510171606865318e-01 1.039565510140403881e-01
4.600000000000000533e+00 3.033609266770673774e-01 1.017275794071761663e-01
4.700000000000000178e+00 2.910372293291723644e-01 9.932089672386872070e-02
4.800000000000000711e+00 2.786388736349454942e-01 9.694442121684840319e-02
4.900000000000000355e+00 2.655282745709837688e-01 9.484448237129479431e-02
5.000000000000000000e+00 2.513491014040563076e-01 9.328198190327614825e-02
5.100000000000000533e+00 2.360177691107642195e-01 9.247019687987527437e-02
5.200000000000000178e+00 2.197959126365052751e-01 9.246248393135729493e-02
5.300000000000000711e+00 2.032855663026527926e-01 9.315806833073328463e-02
5.400000000000000355e+00 1.872227737909522294e-01 9.436850296411854189e-02
5.500000000000000000e+00 1.722940218408737789e-01 9.583533104524198654e-02
5.600000000000000533e+00 1.589169747269888466e-01 9.728765273010919756e-02
5.700000000000000178e+00 1.470579238689542767e-01 9.850881747269892019e-02
5.800000000000000711e+00 1.363543269890792609e-01 9.931926053042103297e-02
5.900000000000000355e+00 1.263259650546019741e-01 9.958305772230914565e-02
6.000000000000000000e+00 1.165338137285485826e-01 9.928194695787802282e-02
6.100000000000000533e+00 1.067545806552263610e-01 9.853496630265209943e-02
6.200000000000000178e+00 9.701368954758179952e-02 9.756302371294831022e-02
6.300000000000000711e+00 8.751040280811224481e-02 9.667524461778514988e-02
6.400000000000000355e+00 7.860091138845567982e-02 9.618196786271439314e-02
6.500000000000000000e+00 7.070467363494530033e-02 9.626366770670814754e-02
6.600000000000000533e+00 6.413460156006248192e-02 9.695965803432156360e-02
6.700000000000000178e+00 5.901843400936047923e-02 9.819131107644329948e-02
6.800000000000000711e+00 5.523791544461788272e-02 9.976883931357263813e-02
6.900000000000000355e+00 5.244917691107640195e-02 1.014530037441498250e-01
7.000000000000000000e+00 5.026959313572539750e-02 1.030110695787833375e-01
7.100000000000000533e+00 4.839479875195029646e-02 1.042054808112325148e-01
7.200000000000000178e+00 4.664660499219980272e-02 1.048189210608421462e-01
7.300000000000000711e+00 4.501795507020276560e-02 1.047362839313576155e-01
7.400000000000000355e+00 4.360314258970370699e-02 1.039672792511699140e-01
7.500000000000000000e+00 4.252317847113872007e-02 1.026467538221530473e-01
7.600000000000000533e+00 4.190755600624020139e-02 1.010391993759750251e-01
7.700000000000000178e+00 4.180166645865831393e-02 9.945461996879885469e-02
7.800000000000000711e+00 4.209902152886111498e-02 9.813601341653678534e-02
7.900000000000000355e+00 4.259241123244945221e-02 9.723836224648997606e-02
8.000000000000000000e+00 4.301663525741025729e-02 9.682085772230880627e-02
